FIPS,State,County,Obesity_Percent
19151,Iowa,Pocahontas County,30
19153,Iowa,Polk County,28
19155,Iowa,Pottawattamie County,30
19157,Iowa,Poweshiek County,30
19159,Iowa,Ringgold County,29
19161,Iowa,Sac County,29
19163,Iowa,Scott County,27
19165,Iowa,Shelby County,32
19167,Iowa,Sioux County,29
19169,Iowa,Story County,26
19171,Iowa,Tama County,26
19173,Iowa,Taylor County,32
19175,Iowa,Union County,30
19177,Iowa,Van Buren County,30
19179,Iowa,Wapello County,29
19181,Iowa,Warren County,35
19183,Iowa,Washington County,31
19185,Iowa,Wayne County,33
19187,Iowa,Webster County,30
19189,Iowa,Winnebago County,26
19191,Iowa,Winneshiek County,25
19193,Iowa,Woodbury County,31
19195,Iowa,Worth County,29
19197,Iowa,Wright County,30
20001,Kansas,Allen County,34
20003,Kansas,Anderson County,33
20005,Kansas,Atchison County,33
20007,Kansas,Barber County,34
20009,Kansas,Barton County,34
20011,Kansas,Bourbon County,35
20013,Kansas,Brown County,37
20015,Kansas,Butler County,33
20017,Kansas,Chase County,32
20019,Kansas,Chautauqua County,32
20021,Kansas,Cherokee County,36
20023,Kansas,Cheyenne County,32
20025,Kansas,Clark County,35
20027,Kansas,Clay County,31
20029,Kansas,Cloud County,31
20031,Kansas,Coffey County,35
20033,Kansas,Comanche County,29
20035,Kansas,Cowley County,32
20037,Kansas,Crawford County,35
20039,Kansas,Decatur County,31
20041,Kansas,Dickinson County,31
20043,Kansas,Doniphan County,35
20045,Kansas,Douglas County,27
20047,Kansas,Edwards County,34
20049,Kansas,Elk County,30
20051,Kansas,Ellis County,31
20053,Kansas,Ellsworth County,35
20055,Kansas,Finney County,33
20057,Kansas,Ford County,33
20059,Kansas,Franklin County,34
20061,Kansas,Geary County,29
20063,Kansas,Gove County,31
20065,Kansas,Graham County,32
20067,Kansas,Grant County,34
20069,Kansas,Gray County,30
20071,Kansas,Greeley County,31
20073,Kansas,Greenwood County,34
20075,Kansas,Hamilton County,32
20077,Kansas,Harper County,28
20079,Kansas,Harvey County,29
20081,Kansas,Haskell County,31
20083,Kansas,Hodgeman County,33
20085,Kansas,Jackson County,32
20087,Kansas,Jefferson County,38
20089,Kansas,Jewell County,34
20091,Kansas,Johnson County,24
20093,Kansas,Kearny County,31
20095,Kansas,Kingman County,31
20097,Kansas,Kiowa County,31
20099,Kansas,Labette County,32
20101,Kansas,Lane County,34
20103,Kansas,Leavenworth County,32
20105,Kansas,Lincoln County,29
20107,Kansas,Linn County,35
20109,Kansas,Logan County,32
20111,Kansas,Lyon County,31
20113,Kansas,McPherson County,31
20115,Kansas,Marion County,31
20117,Kansas,Marshall County,34
20119,Kansas,Meade County,31
20121,Kansas,Miami County,32
20123,Kansas,Mitchell County,28
20125,Kansas,Montgomery County,31
20127,Kansas,Morris County,33
20129,Kansas,Morton County,33
20131,Kansas,Nemaha County,28
20133,Kansas,Neosho County,35
20135,Kansas,Ness County,28
20137,Kansas,Norton County,33
20139,Kansas,Osage County,38
20141,Kansas,Osborne County,33
20143,Kansas,Ottawa County,32
20145,Kansas,Pawnee County,34
20147,Kansas,Phillips County,33
20149,Kansas,Pottawatomie County,31
20151,Kansas,Pratt County,32
20153,Kansas,Rawlins County,33
20155,Kansas,Reno County,33
20157,Kansas,Republic County,32
20159,Kansas,Rice County,34
20161,Kansas,Riley County,26
20163,Kansas,Rooks County,30
20165,Kansas,Rush County,28
20167,Kansas,Russell County,32
20169,Kansas,Saline County,34
20171,Kansas,Scott County,29
20173,Kansas,Sedgwick County,30
20175,Kansas,Seward County,36
20177,Kansas,Shawnee County,33
20179,Kansas,Sheridan County,30
20181,Kansas,Sherman County,32
20183,Kansas,Smith County,31
20185,Kansas,Stafford County,33
20187,Kansas,Stanton County,31
20189,Kansas,Stevens County,30
20191,Kansas,Sumner County,34
20193,Kansas,Thomas County,31
20195,Kansas,Trego County,33
20197,Kansas,Wabaunsee County,32
20199,Kansas,Wallace County,32
20201,Kansas,Washington County,33
20203,Kansas,Wichita County,32
20205,Kansas,Wilson County,35
20207,Kansas,Woodson County,31
20209,Kansas,Wyandotte County,38
21001,Kentucky,Adair County,35
21003,Kentucky,Allen County,31
21005,Kentucky,Anderson County,35
21007,Kentucky,Ballard County,33
21009,Kentucky,Barren County,29
21011,Kentucky,Bath County,33
21013,Kentucky,Bell County,36
21015,Kentucky,Boone County,31
21017,Kentucky,Bourbon County,35
21019,Kentucky,Boyd County,36
21021,Kentucky,Boyle County,31
21023,Kentucky,Bracken County,34
21025,Kentucky,Breathitt County,38
21027,Kentucky,Breckinridge County,34
21029,Kentucky,Bullitt County,34
21031,Kentucky,Butler County,33
21033,Kentucky,Caldwell County,35
21035,Kentucky,Calloway County,29
21037,Kentucky,Campbell County,28
21039,Kentucky,Carlisle County,32
21041,Kentucky,Carroll County,32
21043,Kentucky,Carter County,35
21045,Kentucky,Casey County,36
21047,Kentucky,Christian County,30
21049,Kentucky,Clark County,33
21051,Kentucky,Clay County,33
21053,Kentucky,Clinton County,33
21055,Kentucky,Crittenden County,33
21057,Kentucky,Cumberland County,33
21059,Kentucky,Daviess County,31
21061,Kentucky,Edmonson County,34
21063,Kentucky,Elliott County,35
21065,Kentucky,Estill County,35
21067,Kentucky,Fayette County,31
21069,Kentucky,Fleming County,35
21071,Kentucky,Floyd County,37
21073,Kentucky,Franklin County,30
21075,Kentucky,Fulton County,32
21077,Kentucky,Gallatin County,33
21079,Kentucky,Garrard County,33
21081,Kentucky,Grant County,38
21083,Kentucky,Graves County,34
21085,Kentucky,Grayson County,36
21087,Kentucky,Green County,32
21089,Kentucky,Greenup County,35
21091,Kentucky,Hancock County,35
21093,Kentucky,Hardin County,31
21095,Kentucky,Harlan County,33
21097,Kentucky,Harrison County,30
21099,Kentucky,Hart County,34
21101,Kentucky,Henderson County,35
21103,Kentucky,Henry County,35
21105,Kentucky,Hickman County,33
21107,Kentucky,Hopkins County,35
21109,Kentucky,Jackson County,33
21111,Kentucky,Jefferson County,34
21113,Kentucky,Jessamine County,31
21115,Kentucky,Johnson County,40
21117,Kentucky,Kenton County,31
21119,Kentucky,Knott County,34
21121,Kentucky,Knox County,36
21123,Kentucky,Larue County,34
21125,Kentucky,Laurel County,37
21127,Kentucky,Lawrence County,36
21129,Kentucky,Lee County,33
21131,Kentucky,Leslie County,36
21133,Kentucky,Letcher County,39
21135,Kentucky,Lewis County,37
21137,Kentucky,Lincoln County,38
21139,Kentucky,Livingston County,31
21141,Kentucky,Logan County,32
21143,Kentucky,Lyon County,34
21145,Kentucky,McCracken County,30
21147,Kentucky,McCreary County,32
21149,Kentucky,McLean County,31
21151,Kentucky,Madison County,30
21153,Kentucky,Magoffin County,35
21155,Kentucky,Marion County,34
21157,Kentucky,Marshall County,36
21159,Kentucky,Martin County,39
21161,Kentucky,Mason County,31
21163,Kentucky,Meade County,36
21165,Kentucky,Menifee County,35
21167,Kentucky,Mercer County,34
21169,Kentucky,Metcalfe County,35
21171,Kentucky,Monroe County,34
21173,Kentucky,Montgomery County,32
21175,Kentucky,Morgan County,35
21177,Kentucky,Muhlenberg County,32
21179,Kentucky,Nelson County,30
21181,Kentucky,Nicholas County,32
21183,Kentucky,Ohio County,33
21185,Kentucky,Oldham County,30
21187,Kentucky,Owen County,34
21189,Kentucky,Owsley County,32
21191,Kentucky,Pendleton County,35
21193,Kentucky,Perry County,39
21195,Kentucky,Pike County,37
21197,Kentucky,Powell County,32
21199,Kentucky,Pulaski County,31
21201,Kentucky,Robertson County,32
21203,Kentucky,Rockcastle County,36
21205,Kentucky,Rowan County,35
21207,Kentucky,Russell County,34
21209,Kentucky,Scott County,33
21211,Kentucky,Shelby County,30
21213,Kentucky,Simpson County,32
21215,Kentucky,Spencer County,37
21217,Kentucky,Taylor County,30
21219,Kentucky,Todd County,35
21221,Kentucky,Trigg County,34
21223,Kentucky,Trimble County,34
21225,Kentucky,Union County,35
21227,Kentucky,Warren County,30
21229,Kentucky,Washington County,32
21231,Kentucky,Wayne County,33
21233,Kentucky,Webster County,37
21235,Kentucky,Whitley County,33
21237,Kentucky,Wolfe County,32
21239,Kentucky,Woodford County,32
22001,Louisiana,Acadia Parish,33
22003,Louisiana,Allen Parish,39
22005,Louisiana,Ascension Parish,34
22007,Louisiana,Assumption Parish,33
22009,Louisiana,Avoyelles Parish,37
22011,Louisiana,Beauregard Parish,33
22013,Louisiana,Bienville Parish,39
22015,Louisiana,Bossier Parish,31
22017,Louisiana,Caddo Parish,34
22019,Louisiana,Calcasieu Parish,35
22021,Louisiana,Caldwell Parish,38
22023,Louisiana,Cameron Parish,33
22025,Louisiana,Catahoula Parish,34
22027,Louisiana,Claiborne Parish,34
22029,Louisiana,Concordia Parish,33
22031,Louisiana,De Soto Parish,37
22033,Louisiana,East Baton Rouge Parish,32
22035,Louisiana,East Carroll Parish,36
22037,Louisiana,East Feliciana Parish,35
22039,Louisiana,Evangeline Parish,33
22041,Louisiana,Franklin Parish,38
22043,Louisiana,Grant Parish,32
22045,Louisiana,Iberia Parish,37
22047,Louisiana,Iberville Parish,40
22049,Louisiana,Jackson Parish,33
22051,Louisiana,Jefferson Parish,34
22053,Louisiana,Jefferson Davis Parish,34
22055,Louisiana,Lafayette Parish,29
22057,Louisiana,Lafourche Parish,38
22059,Louisiana,La Salle Parish,33
22061,Louisiana,Lincoln Parish,34
22063,Louisiana,Livingston Parish,31
22065,Louisiana,Madison Parish,39
22067,Louisiana,Morehouse Parish,38
22069,Louisiana,Natchitoches Parish,36
22071,Louisiana,Orleans Parish,30
22073,Louisiana,Ouachita Parish,34
22075,Louisiana,Plaquemines Parish,34
22077,Louisiana,Pointe Coupee Parish,32
22079,Louisiana,Rapides Parish,34
22081,Louisiana,Red River Parish,35
22083,Louisiana,Richland Parish,38
22085,Louisiana,Sabine Parish,36
22087,Louisiana,St. Bernard Parish,33
22089,Louisiana,St. Charles Parish,33
22091,Louisiana,St. Helena Parish,37
22093,Louisiana,St. James Parish,36
22095,Louisiana,St. John the Baptist Pa,39
22097,Louisiana,St. Landry Parish,38
22099,Louisiana,St. Martin Parish,36
22101,Louisiana,St. Mary Parish,38
22103,Louisiana,St. Tammany Parish,28
22105,Louisiana,Tangipahoa Parish,36
22107,Louisiana,Tensas Parish,36
22109,Louisiana,Terrebonne Parish,39
22111,Louisiana,Union Parish,34
22113,Louisiana,Vermilion Parish,33
22115,Louisiana,Vernon Parish,36
22117,Louisiana,Washington Parish,36
22119,Louisiana,Webster Parish,37
22121,Louisiana,West Baton Rouge Parish,32
22123,Louisiana,West Carroll Parish,32
22125,Louisiana,West Feliciana Parish,33
22127,Louisiana,Winn Parish,33
23001,Maine,Androscoggin County,32
23003,Maine,Aroostook County,32
23005,Maine,Cumberland County,22
23007,Maine,Franklin County,30
23009,Maine,Hancock County,25
23011,Maine,Kennebec County,30
23013,Maine,Knox County,26
23015,Maine,Lincoln County,24
23017,Maine,Oxford County,29
23019,Maine,Penobscot County,31
23021,Maine,Piscataquis County,33
23023,Maine,Sagadahoc County,24
23025,Maine,Somerset County,35
23027,Maine,Waldo County,28
23029,Maine,Washington County,31
23031,Maine,York County,28
24001,Maryland,Allegany County,31
24003,Maryland,Anne Arundel County,28
24005,Maryland,Baltimore County,27
24009,Maryland,Calvert County,28
24011,Maryland,Caroline County,33
24013,Maryland,Carroll County,28
24015,Maryland,Cecil County,34
24017,Maryland,Charles County,33
24019,Maryland,Dorchester County,36
24021,Maryland,Frederick County,27
24023,Maryland,Garrett County,30
24025,Maryland,Harford County,28
24027,Maryland,Howard County,24
24029,Maryland,Kent County,28
24031,Maryland,Montgomery County,18
24033,Maryland,Prince George's County,34
24035,Maryland,Queen Anne's County,27
24037,Maryland,St. Mary's County,29
24039,Maryland,Somerset County,40
24041,Maryland,Talbot County,26
24043,Maryland,Washington County,30
24045,Maryland,Wicomico County,34
24047,Maryland,Worcester County,31
24510,Maryland,Baltimore city,32
25001,Massachusetts,Barnstable County,18
25003,Massachusetts,Berkshire County,22
25005,Massachusetts,Bristol County,29
25007,Massachusetts,Dukes County,20
25009,Massachusetts,Essex County,24
25011,Massachusetts,Franklin County,25
25013,Massachusetts,Hampden County,29
25015,Massachusetts,Hampshire County,22
25017,Massachusetts,Middlesex County,23
25019,Massachusetts,Nantucket County,23
25021,Massachusetts,Norfolk County,20
25023,Massachusetts,Plymouth County,23
25025,Massachusetts,Suffolk County,23
25027,Massachusetts,Worcester County,25
26001,Michigan,Alcona County,31
26003,Michigan,Alger County,30
26005,Michigan,Allegan County,32
26007,Michigan,Alpena County,31
26009,Michigan,Antrim County,31
26011,Michigan,Arenac County,35
26013,Michigan,Baraga County,32
26015,Michigan,Barry County,36
26017,Michigan,Bay County,34
26019,Michigan,Benzie County,29
26021,Michigan,Berrien County,33
26023,Michigan,Branch County,33
26025,Michigan,Calhoun County,36
26027,Michigan,Cass County,31
26029,Michigan,Charlevoix County,28
26031,Michigan,Cheboygan County,39
26033,Michigan,Chippewa County,31
26035,Michigan,Clare County,30
26037,Michigan,Clinton County,32
26039,Michigan,Crawford County,26
26041,Michigan,Delta County,30
26043,Michigan,Dickinson County,28
26045,Michigan,Eaton County,31
26047,Michigan,Emmet County,32
26049,Michigan,Genesee County,35
26051,Michigan,Gladwin County,34
26053,Michigan,Gogebic County,31
26055,Michigan,Grand Traverse County,30
26057,Michigan,Gratiot County,38
26059,Michigan,Hillsdale County,28
26061,Michigan,Houghton County,26
26063,Michigan,Huron County,31
26065,Michigan,Ingham County,31
26067,Michigan,Ionia County,33
26069,Michigan,Iosco County,32
26071,Michigan,Iron County,30
26073,Michigan,Isabella County,33
26075,Michigan,Jackson County,33
26077,Michigan,Kalamazoo County,29
26079,Michigan,Kalkaska County,30
26081,Michigan,Kent County,30
26083,Michigan,Keweenaw County,32
26085,Michigan,Lake County,32
26087,Michigan,Lapeer County,34
26089,Michigan,Leelanau County,31
26091,Michigan,Lenawee County,33
26093,Michigan,Livingston County,27
26095,Michigan,Luce County,32
26097,Michigan,Mackinac County,33
26099,Michigan,Macomb County,31
26101,Michigan,Manistee County,27
26103,Michigan,Marquette County,27
26105,Michigan,Mason County,32
26107,Michigan,Mecosta County,31
26109,Michigan,Menominee County,31
26111,Michigan,Midland County,31
26113,Michigan,Missaukee County,31
26115,Michigan,Monroe County,35
26117,Michigan,Montcalm County,34
26119,Michigan,Montmorency County,32
26121,Michigan,Muskegon County,35
26123,Michigan,Newaygo County,35
26125,Michigan,Oakland County,27
26127,Michigan,Oceana County,35
26129,Michigan,Ogemaw County,32
26131,Michigan,Ontonagon County,32
26133,Michigan,Osceola County,33
26135,Michigan,Oscoda County,31
26137,Michigan,Otsego County,31
26139,Michigan,Ottawa County,25
26141,Michigan,Presque Isle County,33
26143,Michigan,Roscommon County,36
26145,Michigan,Saginaw County,40
26147,Michigan,St. Clair County,30
26149,Michigan,St. Joseph County,33
26151,Michigan,Sanilac County,35
26153,Michigan,Schoolcraft County,30
26155,Michigan,Shiawassee County,32
26157,Michigan,Tuscola County,32
26159,Michigan,Van Buren County,31
26161,Michigan,Washtenaw County,25
26163,Michigan,Wayne County,34
26165,Michigan,Wexford County,32
27001,Minnesota,Aitkin County,29
27003,Minnesota,Anoka County,30
27005,Minnesota,Becker County,29
27007,Minnesota,Beltrami County,30
27009,Minnesota,Benton County,27
27011,Minnesota,Big Stone County,27
27013,Minnesota,Blue Earth County,27
27015,Minnesota,Brown County,28
27017,Minnesota,Carlton County,28
27019,Minnesota,Carver County,24
27021,Minnesota,Cass County,27
27023,Minnesota,Chippewa County,32
27025,Minnesota,Chisago County,27
27027,Minnesota,Clay County,33
27029,Minnesota,Clearwater County,31
27031,Minnesota,Cook County,27
27033,Minnesota,Cottonwood County,28
27035,Minnesota,Crow Wing County,25
27037,Minnesota,Dakota County,26
27039,Minnesota,Dodge County,33
27041,Minnesota,Douglas County,31
27043,Minnesota,Faribault County,29
27045,Minnesota,Fillmore County,27
27047,Minnesota,Freeborn County,29
27049,Minnesota,Goodhue County,28
27051,Minnesota,Grant County,27
27053,Minnesota,Hennepin County,21
27055,Minnesota,Houston County,28
27057,Minnesota,Hubbard County,25
27059,Minnesota,Isanti County,29
27061,Minnesota,Itasca County,27
27063,Minnesota,Jackson County,31
27065,Minnesota,Kanabec County,29
27067,Minnesota,Kandiyohi County,30
27069,Minnesota,Kittson County,29
27071,Minnesota,Koochiching County,32
27073,Minnesota,Lac qui Parle County,30
27075,Minnesota,Lake County,32
27077,Minnesota,Lake of the Woods Count,28
27079,Minnesota,Le Sueur County,29
27081,Minnesota,Lincoln County,28
27083,Minnesota,Lyon County,29
27085,Minnesota,McLeod County,29
27087,Minnesota,Mahnomen County,32
27089,Minnesota,Marshall County,26
27091,Minnesota,Martin County,27
27093,Minnesota,Meeker County,31
27095,Minnesota,Mille Lacs County,27
27097,Minnesota,Morrison County,29
27099,Minnesota,Mower County,29
27101,Minnesota,Murray County,31
27103,Minnesota,Nicollet County,28
27105,Minnesota,Nobles County,27
27107,Minnesota,Norman County,31
27109,Minnesota,Olmsted County,28
27111,Minnesota,Otter Tail County,30
27113,Minnesota,Pennington County,28
27115,Minnesota,Pine County,31
27117,Minnesota,Pipestone County,30
27119,Minnesota,Polk County,31
27121,Minnesota,Pope County,31
27123,Minnesota,Ramsey County,26
27125,Minnesota,Red Lake County,32
27127,Minnesota,Redwood County,29
27129,Minnesota,Renville County,32
27131,Minnesota,Rice County,24
27133,Minnesota,Rock County,23
27135,Minnesota,Roseau County,32
27137,Minnesota,St. Louis County,28
27139,Minnesota,Scott County,25
27141,Minnesota,Sherburne County,31
27143,Minnesota,Sibley County,30
27145,Minnesota,Stearns County,29
27147,Minnesota,Steele County,30
27149,Minnesota,Stevens County,27
27151,Minnesota,Swift County,29
27153,Minnesota,Todd County,30
27155,Minnesota,Traverse County,28
27157,Minnesota,Wabasha County,25
27159,Minnesota,Wadena County,31
27161,Minnesota,Waseca County,33
27163,Minnesota,Washington County,23
27165,Minnesota,Watonwan County,28
27167,Minnesota,Wilkin County,30
27169,Minnesota,Winona County,31
27171,Minnesota,Wright County,26
27173,Minnesota,Yellow Medicine County,25
28001,Mississippi,Adams County,36
28003,Mississippi,Alcorn County,36
28005,Mississippi,Amite County,37
28007,Mississippi,Attala County,38
28009,Mississippi,Benton County,36
28011,Mississippi,Bolivar County,39
28013,Mississippi,Calhoun County,33
28015,Mississippi,Carroll County,34
28017,Mississippi,Chickasaw County,35
28019,Mississippi,Choctaw County,33
28021,Mississippi,Claiborne County,44
28023,Mississippi,Clarke County,33
28025,Mississippi,Clay County,38
28027,Mississippi,Coahoma County,44
28029,Mississippi,Copiah County,36
28031,Mississippi,Covington County,40
28033,Mississippi,DeSoto County,33
28035,Mississippi,Forrest County,36
28037,Mississippi,Franklin County,39
28039,Mississippi,George County,38
28041,Mississippi,Greene County,40
28043,Mississippi,Grenada County,37
28045,Mississippi,Hancock County,35
28047,Mississippi,Harrison County,35
28049,Mississippi,Hinds County,38
28051,Mississippi,Holmes County,41
28053,Mississippi,Humphreys County,41
28055,Mississippi,Issaquena County,37
28057,Mississippi,Itawamba County,35
28059,Mississippi,Jackson County,33
28061,Mississippi,Jasper County,39
28063,Mississippi,Jefferson County,45
28065,Mississippi,Jefferson Davis County,35
28067,Mississippi,Jones County,37
28069,Mississippi,Kemper County,38
28071,Mississippi,Lafayette County,32
28073,Mississippi,Lamar County,32
28075,Mississippi,Lauderdale County,35
28077,Mississippi,Lawrence County,36
28079,Mississippi,Leake County,36
28081,Mississippi,Lee County,30
28083,Mississippi,Leflore County,39
28085,Mississippi,Lincoln County,36
28087,Mississippi,Lowndes County,37
28089,Mississippi,Madison County,29
28091,Mississippi,Marion County,37
28093,Mississippi,Marshall County,38
28095,Mississippi,Monroe County,35
28097,Mississippi,Montgomery County,36
28099,Mississippi,Neshoba County,36
28101,Mississippi,Newton County,33
28103,Mississippi,Noxubee County,43
28105,Mississippi,Oktibbeha County,32
28107,Mississippi,Panola County,36
28109,Mississippi,Pearl River County,33
28111,Mississippi,Perry County,35
28113,Mississippi,Pike County,36
28115,Mississippi,Pontotoc County,34
28117,Mississippi,Prentiss County,34
28119,Mississippi,Quitman County,40
28121,Mississippi,Rankin County,35
28123,Mississippi,Scott County,38
28125,Mississippi,Sharkey County,40
28127,Mississippi,Simpson County,35
28129,Mississippi,Smith County,34
28131,Mississippi,Stone County,34
28133,Mississippi,Sunflower County,42
28135,Mississippi,Tallahatchie County,37
28137,Mississippi,Tate County,35
28139,Mississippi,Tippah County,35
28141,Mississippi,Tishomingo County,28
28143,Mississippi,Tunica County,39
28145,Mississippi,Union County,32
28147,Mississippi,Walthall County,39
28149,Mississippi,Warren County,40
28151,Mississippi,Washington County,38
28153,Mississippi,Wayne County,35
28155,Mississippi,Webster County,33
28157,Mississippi,Wilkinson County,40
28159,Mississippi,Winston County,36
28161,Mississippi,Yalobusha County,38
28163,Mississippi,Yazoo County,36
29001,Missouri,Adair County,28
29003,Missouri,Andrew County,30
29005,Missouri,Atchison County,28
29007,Missouri,Audrain County,31
29009,Missouri,Barry County,30
29011,Missouri,Barton County,33
29013,Missouri,Bates County,30
29015,Missouri,Benton County,37
29017,Missouri,Bollinger County,35
29019,Missouri,Boone County,26
29021,Missouri,Buchanan County,37
29023,Missouri,Butler County,31
29025,Missouri,Caldwell County,35
29027,Missouri,Callaway County,34
29029,Missouri,Camden County,27
29031,Missouri,Cape Girardeau County,25
29033,Missouri,Carroll County,31
29035,Missouri,Carter County,31
29037,Missouri,Cass County,34
29039,Missouri,Cedar County,31
29041,Missouri,Chariton County,31
29043,Missouri,Christian County,27
29045,Missouri,Clark County,35
29047,Missouri,Clay County,28
29049,Missouri,Clinton County,30
29051,Missouri,Cole County,28
29053,Missouri,Cooper County,30
29055,Missouri,Crawford County,32
29057,Missouri,Dade County,29
29059,Missouri,Dallas County,32
29061,Missouri,Daviess County,32
29063,Missouri,DeKalb County,32
29065,Missouri,Dent County,32
29067,Missouri,Douglas County,35
29069,Missouri,Dunklin County,35
29071,Missouri,Franklin County,31
29073,Missouri,Gasconade County,32
29075,Missouri,Gentry County,31
29077,Missouri,Greene County,30
29079,Missouri,Grundy County,29
29081,Missouri,Harrison County,32
29083,Missouri,Henry County,32
29085,Missouri,Hickory County,32
29087,Missouri,Holt County,30
29089,Missouri,Howard County,30
29091,Missouri,Howell County,30
29093,Missouri,Iron County,34
29095,Missouri,Jackson County,33
29097,Missouri,Jasper County,33
29099,Missouri,Jefferson County,34
29101,Missouri,Johnson County,34
29103,Missouri,Knox County,32
29105,Missouri,Laclede County,31
29107,Missouri,Lafayette County,31
29109,Missouri,Lawrence County,30
29111,Missouri,Lewis County,34
29113,Missouri,Lincoln County,36
29115,Missouri,Linn County,38
29117,Missouri,Livingston County,28
29119,Missouri,McDonald County,32
29121,Missouri,Macon County,31
29123,Missouri,Madison County,34
29125,Missouri,Maries County,31
29127,Missouri,Marion County,29
29129,Missouri,Mercer County,32
29131,Missouri,Miller County,30
29133,Missouri,Mississippi County,33
29135,Missouri,Moniteau County,30
29137,Missouri,Monroe County,30
29139,Missouri,Montgomery County,31
29141,Missouri,Morgan County,29
29143,Missouri,New Madrid County,32
29145,Missouri,Newton County,32
29147,Missouri,Nodaway County,31
29149,Missouri,Oregon County,32
29151,Missouri,Osage County,29
29153,Missouri,Ozark County,28
29155,Missouri,Pemiscot County,38
29157,Missouri,Perry County,34
29159,Missouri,Pettis County,31
29161,Missouri,Phelps County,31
29163,Missouri,Pike County,33
29165,Missouri,Platte County,28
29167,Missouri,Polk County,33
29169,Missouri,Pulaski County,32
29171,Missouri,Putnam County,29
29173,Missouri,Ralls County,31
29175,Missouri,Randolph County,35
29177,Missouri,Ray County,32
29179,Missouri,Reynolds County,33
29181,Missouri,Ripley County,31
29183,Missouri,St. Charles County,30
29185,Missouri,St. Clair County,33
29186,Missouri,Ste. Genevieve County,31
29187,Missouri,St. Francois County,31
29189,Missouri,St. Louis County,29
29195,Missouri,Saline County,31
29197,Missouri,Schuyler County,32
29199,Missouri,Scotland County,33
29201,Missouri,Scott County,32
29203,Missouri,Shannon County,35
29205,Missouri,Shelby County,32
29207,Missouri,Stoddard County,29
29209,Missouri,Stone County,30
29211,Missouri,Sullivan County,29
29213,Missouri,Taney County,32
29215,Missouri,Texas County,35
29217,Missouri,Vernon County,34
29219,Missouri,Warren County,32
29221,Missouri,Washington County,30
29223,Missouri,Wayne County,29
29225,Missouri,Webster County,32
29227,Missouri,Worth County,30
29229,Missouri,Wright County,33
29510,Missouri,St. Louis city,34
30001,Montana,Beaverhead County,23
30003,Montana,Big Horn County,36
30005,Montana,Blaine County,32
30007,Montana,Broadwater County,26
30009,Montana,Carbon County,27
30011,Montana,Carter County,24
30013,Montana,Cascade County,26
30015,Montana,Chouteau County,29
30017,Montana,Custer County,24
30019,Montana,Daniels County,23
30021,Montana,Dawson County,28
30023,Montana,Deer Lodge County,27
30025,Montana,Fallon County,24
30027,Montana,Fergus County,24
30029,Montana,Flathead County,22
30031,Montana,Gallatin County,17
30033,Montana,Garfield County,25
30035,Montana,Glacier County,30
30037,Montana,Golden Valley County,27
30039,Montana,Granite County,23
30041,Montana,Hill County,32
30043,Montana,Jefferson County,21
30045,Montana,Judith Basin County,25
30047,Montana,Lake County,28
30049,Montana,Lewis and Clark County,23
30051,Montana,Liberty County,26
30053,Montana,Lincoln County,26
30055,Montana,McCone County,28
30057,Montana,Madison County,25
30059,Montana,Meagher County,25
30061,Montana,Mineral County,28
30063,Montana,Missoula County,20
30065,Montana,Musselshell County,22
30067,Montana,Park County,21
30069,Montana,Petroleum County,24
30071,Montana,Phillips County,26
30073,Montana,Pondera County,29
30075,Montana,Powder River County,24
30077,Montana,Powell County,24
30079,Montana,Prairie County,26
30081,Montana,Ravalli County,21
30083,Montana,Richland County,31
30085,Montana,Roosevelt County,35
30087,Montana,Rosebud County,35
30089,Montana,Sanders County,24
30091,Montana,Sheridan County,28
30093,Montana,Silver Bow County,25
30095,Montana,Stillwater County,27
30097,Montana,Sweet Grass County,21
30099,Montana,Teton County,24
30101,Montana,Toole County,29
30103,Montana,Treasure County,25
30105,Montana,Valley County,27
30107,Montana,Wheatland County,25
30109,Montana,Wibaux County,29
30111,Montana,Yellowstone County,28
31001,Nebraska,Adams County,30
31003,Nebraska,Antelope County,29
31005,Nebraska,Arthur County,27
31007,Nebraska,Banner County,31
31009,Nebraska,Blaine County,29
31011,Nebraska,Boone County,29
31013,Nebraska,Box Butte County,33
31015,Nebraska,Boyd County,28
31017,Nebraska,Brown County,29
31019,Nebraska,Buffalo County,30
31021,Nebraska,Burt County,31
31023,Nebraska,Butler County,28
31025,Nebraska,Cass County,29
31027,Nebraska,Cedar County,29
31029,Nebraska,Chase County,26
31031,Nebraska,Cherry County,27
31033,Nebraska,Cheyenne County,30
31035,Nebraska,Clay County,35
31037,Nebraska,Colfax County,33
31039,Nebraska,Cuming County,29
31041,Nebraska,Custer County,30
31043,Nebraska,Dakota County,35
31045,Nebraska,Dawes County,30
31047,Nebraska,Dawson County,32
31049,Nebraska,Deuel County,28
31051,Nebraska,Dixon County,34
31053,Nebraska,Dodge County,30
31055,Nebraska,Douglas County,27
31057,Nebraska,Dundy County,30
31059,Nebraska,Fillmore County,32
31061,Nebraska,Franklin County,31
31063,Nebraska,Frontier County,33
31065,Nebraska,Furnas County,33
31067,Nebraska,Gage County,33
31069,Nebraska,Garden County,28
31071,Nebraska,Garfield County,27
31073,Nebraska,Gosper County,28
31075,Nebraska,Grant County,27
31077,Nebraska,Greeley County,33
31079,Nebraska,Hall County,32
31081,Nebraska,Hamilton County,31
31083,Nebraska,Harlan County,27
31085,Nebraska,Hayes County,29
31087,Nebraska,Hitchcock County,32
